Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Segment;Postal Code;Product ID;Sales;Quantity;Discount;Profit
11225;CA-2024-170611;12/07/2024;13/07/2024;First Class;SG-20470;Consumer;30318;OFF-BI-10002976;34.33;7;0.7;4.6919
11226;CA-2024-170611;12/07/2024;13/07/2024;First Class;SG-20470;Consumer;30318;FUR-BO-10000468;304.17;6;0.2;-63.344
11227;CA-2024-170611;12/07/2024;13/07/2024;First Class;SG-20470;Consumer;30318;OFF-AR-10003696;99.85;3;0.2;17.967
11228;CA-2024-170650;12/07/2024;15/07/2024;First Class;SO-20335;Consumer;11550;TEC-MA-10002981;242.01;2;0.5;78.175
11229;CA-2024-170650;12/07/2024;15/07/2024;First Class;SO-20335;Consumer;11550;OFF-PA-10000859;18.92;6;0.2;6.4328
11230;CA-2024-170650;12/07/2024;15/07/2024;First Class;SO-20335;Consumer;11550;OFF-ST-10002583;100.91;3;0.2;-4.3174
11231;CA-2024-170697;12/07/2024;16/07/2024;Second Class;AS-10090;Consumer;65807;FUR-CH-10001714;630.13;5;0.2;-64.6974
11232;CA-2024-170720;12/07/2024;16/07/2024;Standard Class;LE-16810;Consumer;60653;FUR-FU-10001867;21.1;2;0.0;5.4349
11233;CA-2024-170720;12/07/2024;16/07/2024;Standard Class;LE-16810;Consumer;60653;TEC-PH-10002085;107.92;2;0.0;16.2224
11234;CA-2024-170720;12/07/2024;16/07/2024;Standard Class;LE-16810;Consumer;60653;FUR-FU-10004351;52.74;6;0.0;17.9316
11235;CA-2024-170627;13/07/2024;17/07/2024;Standard Class;JF-15565;Consumer;28314;FUR-TA-10000849;154.44;2;0.3;-69.498
11236;CA-2024-170627;13/07/2024;17/07/2024;Standard Class;JF-15565;Consumer;28314;OFF-BI-10001617;26.2;3;0.2;4.143
11237;CA-2024-170627;13/07/2024;17/07/2024;Standard Class;JF-15565;Consumer;28314;FUR-TA-10004915;1376.71;6;0.4;-239.5447
11238;CA-2024-170631;13/07/2024;16/07/2024;First Class;JB-85735;Consumer;23320;OFF-AR-10001725;22.69;1;0.0;7.0114
11239;CA-2024-170639;13/07/2024;17/07/2024;Standard Class;KH-16510;Consumer;94110;OFF-ST-10001558;96.95;6;0.0;9.6422
11240;CA-2024-170639;13/07/2024;17/07/2024;Standard Class;KH-16510;Consumer;94110;FUR-FU-10000308;190.08;3;0.0;52.0809
11241;CA-2024-170639;13/07/2024;17/07/2024;Standard Class;KH-16510;Consumer;94110;OFF-FA-10002280;4.56;1;0.0;1.5504
11242;CA-2024-170639;13/07/2024;17/07/2024;Standard Class;KH-16510;Consumer;94110;OFF-AR-10003190;7.46;3;0.2;1.8488
11243;CA-2024-170639;13/07/2024;17/07/2024;Standard Class;KH-16510;Consumer;94110;FUR-TA-10003469;168.3;2;0.2;-67.004
11244;CA-2024-170652;13/07/2024;17/07/2024;Standard Class;NB-18655;Corporate;53209;OFF-SU-10000646;405.71;2;0.0;-9.5618
11245;CA-2024-170674;13/07/2024;16/07/2024;First Class;AS-10135;Home Office;10035;OFF-AR-10002067;91.16;4;0.2;25.8976
11246;CA-2024-170674;13/07/2024;16/07/2024;First Class;AS-10135;Home Office;10035;OFF-BI-10002353;17.39;3;0.7;-2.8643
11247;CA-2024-170674;13/07/2024;16/07/2024;First Class;AS-10135;Home Office;10035;OFF-ST-10003656;763.35;8;0.0;20.2064
11248;CA-2024-170674;13/07/2024;16/07/2024;First Class;AS-10135;Home Office;10035;OFF-AP-10004868;19.63;3;0.2;-1.4566
11249;CA-2024-170674;13/07/2024;16/07/2024;First Class;AS-10135;Home Office;10035;OFF-ST-10004123;246.01;3;0.2;-40.5841
11250;CA-2024-170724;13/07/2024;17/07/2024;Standard Class;MM-18055;Consumer;10024;FUR-CH-10000863;210.81;2;0.3;-35.1355
11251;CA-2024-170724;13/07/2024;17/07/2024;Standard Class;MM-18055;Consumer;10024;OFF-ST-10000136;178.81;5;0.0;41.7694
11252;CA-2024-170642;14/07/2024;18/07/2024;Standard Class;BT-11485;Home Office;20735;OFF-LA-10002475;22.29;3;0.2;7.5786
11253;CA-2024-170642;14/07/2024;18/07/2024;Standard Class;BT-11485;Home Office;20735;OFF-BI-10001359;2486.61;3;0.0;429.9362
11254;CA-2024-170642;14/07/2024;18/07/2024;Standard Class;BT-11485;Home Office;20735;FUR-FU-10001731;7.34;3;0.0;2.4956
11255;CA-2024-170669;14/07/2024;17/07/2024;First Class;SM-20905;Consumer;43055;FUR-CH-10004287;1267.92;6;0.2;114.9178
11256;CA-2024-170689;14/07/2024;14/07/2024;Same Day;TM-21010;Consumer;13021;OFF-FA-10004838;10.78;7;0.2;-1.057
11257;CA-2024-170712;14/07/2024;18/07/2024;Standard Class;ME-17320;Home Office;42420;TEC-PH-10001809;361.04;3;0.2;26.9943
11258;CA-2024-170603;15/07/2024;20/07/2024;Standard Class;SH-19975;Corporate;53209;OFF-PA-10002615;8.49;2;0.2;2.8866
11259;CA-2024-170647;15/07/2024;22/07/2024;Standard Class;AJ-10780;Corporate;21215;OFF-ST-10004459;765.15;2;0.0;-32.1629
11260;CA-2024-170647;15/07/2024;22/07/2024;Standard Class;AJ-10780;Corporate;21215;OFF-PA-10001947;17.17;3;0.2;5.8378
11261;CA-2024-170647;15/07/2024;22/07/2024;Standard Class;AJ-10780;Corporate;21215;FUR-FU-10002878;23.66;1;0.0;8.0444
11262;CA-2024-170665;15/07/2024;19/07/2024;Standard Class;BF-11020;Corporate;76017;TEC-AC-10001874;52.52;1;0.2;9.4334
11263;CA-2024-170665;15/07/2024;19/07/2024;Standard Class;BF-11020;Corporate;76017;OFF-EN-10001415;8.68;2;0.2;3.641
11264;CA-2024-170687;15/07/2024;20/07/2024;Standard Class;MG-18145;Consumer;19134;OFF-LA-10002945;5.06;1;0.2;1.7021
11265;CA-2024-170691;15/07/2024;17/07/2024;First Class;GK-14620;Corporate;90049;FUR-BO-10004467;139.65;2;0.15;-54.7507
11266;CA-2024-170705;15/07/2024;22/07/2024;Standard Class;BE-11335;Home Office;13440;FUR-BO-10004015;295.91;3;0.0;32.2333
11267;CA-2024-170714;15/07/2024;20/07/2024;Standard Class;GM-14500;Consumer;11572;OFF-ST-10001228;13.89;1;0.0;4.0706
11268;CA-2024-170717;15/07/2024;17/07/2024;Second Class;EG-13900;Consumer;11572;OFF-PA-10004519;9.03;2;0.0;3.0702
11269;CA-2024-170666;16/07/2024;19/07/2024;Second Class;AS-10135;Home Office;10035;OFF-ST-10001558;63.84;4;0.0;8.9786
11270;CA-2024-170716;16/07/2024;21/07/2024;Standard Class;AC-10420;Corporate;77041;TEC-PH-10002415;680.6;3;0.2;33.151
11271;CA-2024-170620;17/07/2024;21/07/2024;Standard Class;TR-21325;Consumer;7109;FUR-FU-10000308;171.12;3;0.6;-2.5051
11272;CA-2024-170620;17/07/2024;21/07/2024;Standard Class;TR-21325;Consumer;7109;OFF-AR-10003183;10.9;4;0.2;1.6074
11273;CA-2024-170637;17/07/2024;21/07/2024;Standard Class;CC-12550;Consumer;90008;OFF-ST-10001590;15.79;1;0.2;2.9001
11274;CA-2024-170637;17/07/2024;21/07/2024;Standard Class;CC-12550;Consumer;90008;OFF-AR-10004602;22.67;1;0.2;4.4871
11275;CA-2024-170659;17/07/2024;22/07/2024;Standard Class;LH-17020;Consumer;80027;OFF-BI-10002133;49.49;4;0.2;-5.5471
11276;CA-2024-170681;17/07/2024;19/07/2024;Second Class;JG-15160;Consumer;90049;FUR-BO-10004467;811.61;9;0.15;-228.4589
11277;CA-2024-170681;17/07/2024;19/07/2024;Second Class;JG-15160;Consumer;90049;FUR-FU-10001967;52.2;3;0.0;-1.4364
11278;CA-2024-170681;17/07/2024;19/07/2024;Second Class;JG-15160;Consumer;90049;OFF-AR-10000122;12.19;2;0.2;1.6865
11279;CA-2024-170602;18/07/2024;22/07/2024;Standard Class;RF-19735;Consumer;48183;OFF-BI-10003984;28.89;4;0.7;-2.7609
11280;CA-2024-170679;18/07/2024;21/07/2024;First Class;GT-14710;Consumer;98105;OFF-AP-10004336;341.43;6;0.0;57.6331
11281;CA-2024-170679;18/07/2024;21/07/2024;First Class;GT-14710;Consumer;98105;TEC-PH-10000993;575.16;3;0.0;141.4836
11282;CA-2024-170679;18/07/2024;21/07/2024;First Class;GT-14710;Consumer;98105;OFF-LA-10003510;112.42;4;0.2;38.2228
11283;CA-2024-170679;18/07/2024;21/07/2024;First Class;GT-14710;Consumer;98105;OFF-BI-10003355;7.15;2;0.0;2.3639
11284;CA-2024-170679;18/07/2024;21/07/2024;First Class;GT-14710;Consumer;98105;OFF-BI-10004593;144.75;3;0.0;39.0419
11285;CA-2024-170679;18/07/2024;21/07/2024;First Class;GT-14710;Consumer;98105;TEC-MA-10004241;1069.66;4;0.0;363.6844
11286;CA-2024-170684;18/07/2024;22/07/2024;Standard Class;SF-20965;Corporate;48126;OFF-AR-10000940;11.65;4;0.0;3.7472
11287;CA-2024-170626;19/07/2024;23/07/2024;Second Class;VW-21775;Corporate;44256;OFF-PA-10004100;4.0;1;0.2;1.36
11288;CA-2024-170718;19/07/2024;24/07/2024;Standard Class;DB-13210;Consumer;48234;OFF-ST-10000078;520.44;2;0.0;85.3413
11289;CA-2024-170719;19/07/2024;24/07/2024;Standard Class;AH-10075;Corporate;2920;OFF-ST-10001128;460.86;4;0.0;26.8085
11290;CA-2024-170719;19/07/2024;24/07/2024;Standard Class;AH-10075;Corporate;2920;OFF-EN-10002230;608.52;9;0.2;241.6078
11291;CA-2024-170608;20/07/2024;25/07/2024;Second Class;ML-17395;Corporate;37130;OFF-ST-10001580;65.47;5;0.0;17.8495
11292;CA-2024-170608;20/07/2024;25/07/2024;Second Class;ML-17395;Corporate;37130;TEC-AC-10001314;180.94;4;0.0;-5.7334
11293;CA-2024-170608;20/07/2024;25/07/2024;Second Class;ML-17395;Corporate;37130;TEC-PH-10003171;189.57;4;0.2;22.459
11294;CA-2024-170618;20/07/2024;24/07/2024;Second Class;AZ-10750;Consumer;92037;OFF-PA-10004082;55.39;7;0.0;18.8326
11295;CA-2024-170618;20/07/2024;24/07/2024;Second Class;AZ-10750;Consumer;92037;TEC-PH-10004389;259.98;2;0.2;63.8641
11296;CA-2024-170645;20/07/2024;26/07/2024;Standard Class;KL-16555;Corporate;80906;FUR-TA-10003715;482.35;3;0.4;-107.7288
11297;CA-2024-170645;20/07/2024;26/07/2024;Standard Class;KL-16555;Corporate;80906;OFF-BI-10003314;21.72;5;0.2;6.9681
11298;CA-2024-170645;20/07/2024;26/07/2024;Standard Class;KL-16555;Corporate;80906;OFF-ST-10001713;94.92;2;0.0;-6.1099
11299;CA-2024-170645;20/07/2024;26/07/2024;Standard Class;KL-16555;Corporate;80906;FUR-FU-10004864;205.81;8;0.0;62.8449
11300;CA-2024-170651;20/07/2024;25/07/2024;Second Class;CS-12250;Corporate;71111;OFF-BI-10003853;50.63;2;0.8;-0.2628
11301;CA-2024-170651;20/07/2024;25/07/2024;Second Class;CS-12250;Corporate;71111;OFF-AR-10001683;16.88;2;0.0;5.7392
11302;CA-2024-170651;20/07/2024;25/07/2024;Second Class;CS-12250;Corporate;71111;OFF-PA-10003883;79.25;11;0.0;26.945
11303;CA-2024-170696;20/07/2024;23/07/2024;First Class;AH-10120;Home Office;97301;FUR-TA-10004442;158.26;1;0.0;-69.1844
11304;CA-2024-170696;20/07/2024;23/07/2024;First Class;AH-10120;Home Office;97301;OFF-AR-10001573;4.56;2;0.0;1.4539
11305;CA-2024-170696;20/07/2024;23/07/2024;First Class;AH-10120;Home Office;97301;OFF-PA-10003270;14.87;3;0.0;5.0558
11306;CA-2024-170696;20/07/2024;23/07/2024;First Class;AH-10120;Home Office;97301;TEC-PH-10001448;96.7;2;0.0;3.9794
11307;CA-2024-170696;20/07/2024;23/07/2024;First Class;AH-10120;Home Office;97301;FUR-CH-10001854;861.96;3;0.3;63.0339
11308;CA-2024-170700;20/07/2024;24/07/2024;Standard Class;SN-20710;Home Office;77041;OFF-BI-10004970;14.22;5;0.0;4.8348
11309;CA-2024-170715;20/07/2024;25/07/2024;Standard Class;JJ-15445;Consumer;10035;FUR-FU-10002445;27.78;3;0.0;8.5697
11310;CA-2024-170644;21/07/2024;28/07/2024;Standard Class;DM-13525;Corporate;10035;FUR-CH-10000863;120.4;1;0.3;-18.9712
11311;CA-2024-170644;21/07/2024;28/07/2024;Standard Class;DM-13525;Corporate;10035;FUR-FU-10002597;36.42;6;0.0;12.3828
11312;CA-2024-170644;21/07/2024;28/07/2024;Standard Class;DM-13525;Corporate;10035;OFF-ST-10000142;2482.91;6;0.2;844.1894
11313;CA-2024-170644;21/07/2024;28/07/2024;Standard Class;DM-13525;Corporate;10035;OFF-AR-10003723;6.16;2;0.2;2.0944
11314;CA-2024-170686;21/07/2024;28/07/2024;Standard Class;MM-17260;Consumer;10801;OFF-AP-10004233;121.08;3;0.0;-21.7944
11315;CA-2024-170686;21/07/2024;28/07/2024;Standard Class;MM-17260;Consumer;10801;OFF-BI-10003910;45.2;8;0.7;4.3629
11316;CA-2024-170605;22/07/2024;24/07/2024;Second Class;KB-16585;Corporate;70506;FUR-FU-10003799;168.46;8;0.0;51.2688
11317;CA-2024-170605;22/07/2024;24/07/2024;Second Class;KB-16585;Corporate;70506;OFF-PA-10001804;16.91;3;0.0;5.7494
11318;CA-2024-170629;22/07/2024;24/07/2024;Second Class;FM-14215;Corporate;40475;OFF-BI-10002854;73.14;3;0.8;-3.3823
11319;CA-2024-170688;22/07/2024;29/07/2024;Standard Class;HM-14860;Corporate;75217;OFF-LA-10000248;9.33;3;0.0;3.1722
11320;CA-2024-170708;22/07/2024;29/07/2024;Standard Class;MV-18190;Consumer;90045;OFF-PA-10004092;52.52;1;0.0;17.8568
11321;CA-2024-170711;22/07/2024;25/07/2024;Second Class;RK-19300;Consumer;46614;TEC-PH-10001425;148.99;2;0.0;29.8407
11322;CA-2024-170711;22/07/2024;25/07/2024;Second Class;RK-19300;Consumer;46614;TEC-AC-10002697;6.18;2;0.0;2.0351
11323;CA-2024-170713;22/07/2024;22/07/2024;Same Day;TS-21160;Corporate;43615;OFF-BI-10001031;9.09;2;0.2;1.9847
11324;CA-2024-170604;23/07/2024;27/07/2024;Second Class;CT-11995;Consumer;85705;TEC-AC-10001990;757.78;13;0.0;193.1436
11325;CA-2024-170604;23/07/2024;27/07/2024;Second Class;CT-11995;Consumer;85705;OFF-BI-10001575;46.08;5;0.2;-8.2944
11326;CA-2024-170612;23/07/2024;25/07/2024;Second Class;CR-12625;Home Office;8701;OFF-FA-10004854;37.97;4;0.0;12.9098
11327;CA-2024-170614;23/07/2024;25/07/2024;Second Class;MC-17605;Corporate;33801;FUR-BO-10003660;743.3;3;0.2;27.2922
11328;CA-2024-170614;23/07/2024;25/07/2024;Second Class;MC-17605;Corporate;33801;FUR-CH-10006484;438.77;2;0.1;45.6884
11329;CA-2024-170614;23/07/2024;25/07/2024;Second Class;MC-17605;Corporate;33801;TEC-PH-10001305;110.46;3;0.2;6.9561
11330;CA-2024-170614;23/07/2024;25/07/2024;Second Class;MC-17605;Corporate;33801;OFF-AR-10000127;27.32;8;0.2;6.0105
11331;CA-2024-170625;23/07/2024;30/07/2024;Standard Class;DV-13465;Consumer;80219;OFF-BI-10002498;33.06;2;0.0;10.3477
11332;CA-2024-170625;23/07/2024;30/07/2024;Standard Class;DV-13465;Consumer;80219;OFF-FA-10000304;7.82;4;0.2;2.14
11333;CA-2024-170632;23/07/2024;28/07/2024;Standard Class;RA-19915;Consumer;60035;TEC-PH-10000439;68.2;2;0.0;11.2142
11334;CA-2024-170649;23/07/2024;28/07/2024;Standard Class;MY-17380;Corporate;80134;TEC-PH-10001051;182.73;2;0.0;36.6055
11335;CA-2024-170663;23/07/2024;26/07/2024;First Class;BF-11170;Home Office;90045;TEC-AC-10002473;67.08;3;0.0;28.4955
11336;CA-2024-170673;23/07/2024;28/07/2024;Standard Class;DS-13030;Home Office;80013;TEC-PH-10000673;485.57;7;0.0;183.5896
11337;CA-2024-170701;23/07/2024;28/07/2024;Standard Class;MN-17935;Consumer;10009;TEC-AC-10001314;150.16;3;0.0;9.5188
11338;CA-2024-170607;24/07/2024;28/07/2024;Standard Class;SC-20845;Consumer;80027;OFF-BI-10000546;13.08;5;0.2;2.4896
11339;CA-2024-170610;24/07/2024;28/07/2024;Standard Class;KF-16285;Home Office;30328;OFF-PA-10003001;19.74;3;0.2;6.7116
11340;CA-2024-170610;24/07/2024;28/07/2024;Standard Class;KF-16285;Home Office;30328;TEC-PH-10000455;130.99;1;0.2;37.9561
11341;CA-2024-170610;24/07/2024;28/07/2024;Standard Class;KF-16285;Home Office;30328;TEC-PH-10001557;88.15;1;0.2;17.6293
11342;CA-2024-170610;24/07/2024;28/07/2024;Standard Class;KF-16285;Home Office;30328;OFF-LA-10001297;63.58;5;0.0;21.6172
11343;CA-2024-170638;24/07/2024;24/07/2024;Same Day;AG-10525;Corporate;10011;FUR-FU-10000087;54.17;3;0.0;18.4178
11344;CA-2024-170638;24/07/2024;24/07/2024;Same Day;AG-10525;Corporate;10011;OFF-AR-10000411;42.56;3;0.0;11.0292
11345;CA-2024-170638;24/07/2024;24/07/2024;Same Day;AG-10525;Corporate;10011;FUR-TA-10004575;633.02;3;0.2;16.5849
11346;CA-2024-170658;24/07/2024;27/07/2024;First Class;AG-10495;Corporate;33710;TEC-AC-10003832;116.75;1;0.2;15.2895
11347;CA-2024-170658;24/07/2024;27/07/2024;First Class;AG-10495;Corporate;33710;OFF-BI-10000279;37.39;4;0.2;3.0912
11348;CA-2024-170693;24/07/2024;27/07/2024;Second Class;GA-14725;Consumer;65203;OFF-ST-10000046;690.83;4;0.0;124.5336
11349;CA-2024-170693;24/07/2024;27/07/2024;Second Class;GA-14725;Consumer;65203;TEC-PH-10001459;978.16;3;0.0;194.9264
11350;CA-2024-170693;24/07/2024;27/07/2024;Second Class;GA-14725;Consumer;65203;OFF-ST-10000615;12.17;1;0.2;2.3954
11351;CA-2024-170606;25/07/2024;27/07/2024;Second Class;SP-20620;Corporate;19134;OFF-BI-10003460;6.29;2;0.0;2.1386
11352;CA-2024-170606;25/07/2024;27/07/2024;Second Class;SP-20620;Corporate;19134;OFF-BI-10001071;141.4;2;0.7;23.3891
11353;CA-2024-170609;25/07/2024;29/07/2024;Standard Class;AH-10690;Corporate;33317;FUR-CH-10004860;263.19;3;0.3;-41.0743
11354;CA-2024-170621;25/07/2024;27/07/2024;Second Class;VT-21700;Home Office;19143;OFF-AR-10003752;11.67;1;0.0;3.9678
11355;CA-2024-170662;25/07/2024;29/07/2024;Standard Class;Dl-13600;Corporate;98105;TEC-AC-10003832;116.23;1;0.0;28.8007
11356;CA-2024-170668;25/07/2024;31/07/2024;Standard Class;AC-10660;Consumer;44134;OFF-BI-10004224;49.4;3;0.2;-8.892
11357;CA-2024-170648;26/07/2024;01/08/2024;Standard Class;JH-15985;Consumer;48601;TEC-AC-10004568;48.8;2;0.0;11.4405
11358;CA-2024-170672;26/07/2024;01/08/2024;Standard Class;DB-13210;Consumer;48234;OFF-PA-10002615;9.84;2;0.0;3.3456
11359;CA-2024-170672;26/07/2024;01/08/2024;Standard Class;DB-13210;Consumer;48234;OFF-AR-10001246;4.81;2;0.2;0.2476
11360;CA-2024-170672;26/07/2024;01/08/2024;Standard Class;DB-13210;Consumer;48234;OFF-ST-10003996;44.63;3;0.2;13.1959
11361;CA-2024-170677;26/07/2024;31/07/2024;Standard Class;EB-13705;Corporate;44312;TEC-PH-10004531;136.27;7;0.2;8.3141
11362;CA-2024-170677;26/07/2024;31/07/2024;Standard Class;EB-13705;Corporate;44312;OFF-ST-10000107;134.19;5;0.2;18.35
11363;CA-2024-170707;26/07/2024;28/07/2024;First Class;BP-63130;Consumer;10024;FUR-FU-10000550;23.04;5;0.0;3.4831
11364;CA-2024-170721;26/07/2024;28/07/2024;Second Class;EB-13750;Corporate;10011;OFF-FA-10001843;2.39;1;0.2;0.8126
11365;CA-2024-170623;27/07/2024;01/08/2024;Standard Class;RC-19825;Consumer;91104;FUR-BO-10002545;1890.65;8;0.3;85.2015
11366;CA-2024-170685;27/07/2024;28/07/2024;First Class;PL-18925;Home Office;19140;TEC-AC-10001432;168.68;2;0.0;78.4484
11367;CA-2024-170704;27/07/2024;01/08/2024;Standard Class;HM-14860;Corporate;75217;OFF-AR-10002375;25.2;7;0.2;5.4276
11368;CA-2024-170613;28/07/2024;01/08/2024;Standard Class;RF-19840;Consumer;22153;TEC-AC-10004568;61.39;2;0.0;13.9405
11369;CA-2024-170613;28/07/2024;01/08/2024;Standard Class;RF-19840;Consumer;22153;FUR-TA-10001307;456.39;2;0.2;66.4379
11370;CA-2024-170617;28/07/2024;01/08/2024;Standard Class;JA-15970;Consumer;48227;OFF-AP-10001058;768.41;3;0.8;45.3812
11371;CA-2024-170670;28/07/2024;01/08/2024;Standard Class;MA-17560;Home Office;2149;OFF-BI-10003502;32.98;5;0.0;6.3929
11372;CA-2024-170670;28/07/2024;01/08/2024;Standard Class;MA-17560;Home Office;2149;OFF-BI-10000605;10.48;3;0.2;3.5632
11373;CA-2024-170670;28/07/2024;01/08/2024;Standard Class;MA-17560;Home Office;2149;OFF-ST-10000532;71.9;2;0.2;13.1561
11374;CA-2024-170670;28/07/2024;01/08/2024;Standard Class;MA-17560;Home Office;2149;OFF-EN-10001990;11.49;2;0.0;5.9748
11375;CA-2024-170694;28/07/2024;02/08/2024;Standard Class;SS-20875;Consumer;33180;OFF-PA-10001736;36.79;1;0.0;12.5086
11376;CA-2024-170694;28/07/2024;02/08/2024;Standard Class;SS-20875;Consumer;33180;OFF-BI-10002133;75.87;7;0.7;-13.6566
11377;CA-2024-170694;28/07/2024;02/08/2024;Standard Class;SS-20875;Consumer;33180;FUR-BO-10004357;158.9;1;0.0;-0.8968
11378;CA-2024-170601;29/07/2024;03/08/2024;Standard Class;AI-10855;Consumer;90036;OFF-BI-10002827;4.35;3;0.2;-0.7068
11379;CA-2024-170615;30/07/2024;02/08/2024;First Class;BD-11635;Consumer;10009;OFF-FA-10003112;29.96;5;0.2;10.1864
11380;CA-2024-170615;30/07/2024;02/08/2024;First Class;BD-11635;Consumer;10009;TEC-PH-10000895;1451.82;9;0.2;98.2303
11381;CA-2024-170616;30/07/2024;03/08/2024;Standard Class;RP-19390;Consumer;98103;OFF-ST-10002974;81.82;2;0.2;14.9175
11382;CA-2024-170622;30/07/2024;03/08/2024;Standard Class;CA-12265;Consumer;37421;OFF-PA-10001019;37.94;2;0.2;12.8996
11383;CA-2024-170671;30/07/2024;03/08/2024;Standard Class;CY-12745;Corporate;60610;OFF-LA-10004055;39.53;8;0.0;13.4402
11384;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;OFF-PA-10001870;46.06;7;0.0;15.6604
11385;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;FUR-CH-10002024;3042.93;5;0.2;88.0259
11386;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;OFF-AP-10001563;242.57;6;0.2;8.1692
11387;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;TEC-AC-10002049;484.29;4;0.2;109.1554
11388;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;OFF-BI-10001235;37.11;7;0.0;9.2978
11389;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;TEC-PH-10000576;250.56;2;0.4;0.0655
11390;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;OFF-AR-10003582;218.23;8;0.0;56.6786
11391;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;FUR-FU-10001967;44.05;3;0.0;-0.2981
11392;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;FUR-FU-10001756;35.68;3;0.0;2.0145
11393;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;OFF-BI-10003166;22.5;6;0.7;-4.05
11394;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;OFF-ST-10001172;18.45;1;0.2;2.8988
11395;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;TEC-PH-10002583;27.42;2;0.2;-4.3286
11396;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;OFF-FA-10002280;39.21;7;0.0;13.3314
11397;CA-2024-170676;30/07/2024;03/08/2024;Standard Class;GA-14515;Consumer;94122;TEC-AC-10001838;678.5;3;0.2;246.7658
11398;CA-2024-170599;31/07/2024;02/08/2024;First Class;CD-11980;Consumer;75701;OFF-FA-10003112;19.36;3;0.0;6.5824
11399;CA-2024-170599;31/07/2024;02/08/2024;First Class;CD-11980;Consumer;75701;FUR-CH-10002372;134.15;2;0.2;-2.4748
11400;CA-2024-170599;31/07/2024;02/08/2024;First Class;CD-11980;Consumer;75701;TEC-AC-10002380;36.23;4;0.2;0.5179
11401;CA-2024-170599;31/07/2024;02/08/2024;First Class;CD-11980;Consumer;75701;OFF-PA-10002222;220.82;8;0.0;75.0788
11402;CA-2024-170599;31/07/2024;02/08/2024;First Class;CD-11980;Consumer;75701;OFF-PA-10004965;9.67;1;0.2;3.2878
11403;CA-2024-170680;31/07/2024;04/08/2024;Standard Class;PV-18985;Home Office;77573;OFF-BI-10004654;29.19;6;0.7;0.6172
11404;CA-2024-170698;31/07/2024;04/08/2024;Standard Class;EM-14200;Home Office;23464;TEC-PH-10002584;2337.56;5;0.2;197.7509
11405;CA-2024-170698;31/07/2024;04/08/2024;Standard Class;EM-14200;Home Office;23464;TEC-PH-10003072;770.52;6;0.0;351.2919
11406;CA-2024-170751;01/08/2024;06/08/2024;Standard Class;TS-21340;Consumer;85254;OFF-PA-10000380;48.94;7;0.2;16.6396
11407;CA-2024-170784;01/08/2024;05/08/2024;Second Class;RL-19615;Consumer;60610;OFF-PA-10001033;187.53;4;0.0;63.7602
11408;CA-2024-170784;01/08/2024;05/08/2024;Second Class;RL-19615;Consumer;60610;OFF-LA-10001569;19.05;5;0.2;6.477
11409;CA-2024-170788;01/08/2024;02/08/2024;First Class;JK-16090;Consumer;40214;OFF-PA-10001934;24.5;4;0.2;8.33
11410;CA-2024-170788;01/08/2024;02/08/2024;First Class;JK-16090;Consumer;40214;TEC-PH-10002549;798.33;4;0.4;17.2407
11411;CA-2024-170838;01/08/2024;06/08/2024;Second Class;CM-11815;Corporate;98115;OFF-PA-10003790;36.69;2;0.0;12.4746
11412;CA-2024-170843;01/08/2024;06/08/2024;Standard Class;SC-20440;Corporate;17602;OFF-PA-10001526;34.7;8;0.0;11.798
11413;CA-2024-170843;01/08/2024;06/08/2024;Standard Class;SC-20440;Corporate;17602;OFF-PA-10002160;10.3;2;0.0;3.502
11414;CA-2024-170848;01/08/2024;04/08/2024;Second Class;DW-50120;Consumer;55122;OFF-BI-10003656;251.71;2;0.7;-5.1351
11415;CA-2024-170857;01/08/2024;08/08/2024;Standard Class;RW-19630;Corporate;60610;OFF-PA-10004359;202.26;2;0.0;68.7684
11416;CA-2024-170786;02/08/2024;09/08/2024;Standard Class;JE-15475;Consumer;77095;OFF-BI-10004002;44.61;3;0.2;1.2053
11417;CA-2024-170830;02/08/2024;04/08/2024;First Class;JH-15985;Consumer;48601;OFF-PA-10003441;38.8;5;0.2;13.192
11418;CA-2024-170834;02/08/2024;07/08/2024;Standard Class;MM-18280;Corporate;76117;OFF-PA-10004569;15.12;2;0.2;5.1408
